"ond_id","ond_tekst_filmtitel","org_naam_aanvrager","org_naam_fabriek","ond_tekst_lengte_meters","ond_tekst_smalfilm","ond_tekst_categorie","ond_datum_keuring","ond_tekst_weeklijstnummer","ond_tekst_oordeel","ond_tekst_coupures","ond_datum_herkeuring","ond_tekst_herkeuring_weeklijstnummer","ond_tekst_herkeuring_oordeel","ond_tekst_herkeuring_coupures","vwz_url_cinemacontext","vwz_archivelink","ond_UUID"
"29077","Modern Dixieland","Netherlands Fox Film Corp. NV (Amsterdam)","Fox (A)","283 meter","nee","fictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF042491","NL-HaNA/2.04.60/714///Dossier F0710/","0c46e4d0-7cc1-102d-a57f-005056a23d00"
"29078","Dieren voor de lens","Netherlands Fox Film Corp. NV (Amsterdam)","Fox (A)","251 meter","nee","fictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF040959","NL-HaNA/2.04.60/714///Dossier F0711/","0c46eb60-7cc1-102d-a57f-005056a23d00"
"29079","Duister Shanghai","Netherlands Fox Film Corp. NV (Amsterdam)","Fox (A)","2341 meter","nee","fictie","1938-04-11","463","18 jaar","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF001400","NL-HaNA/2.04.60/714///Dossier F0712/","0c46f060-7cc1-102d-a57f-005056a23d00"
"29080","Suriname","Stichting Indië in Nederland door de Film INEF (Den Haag)",,"360 meter","ja","nonfictie","1938-04-01","462","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF014246","NL-HaNA/2.04.60/714///Dossier F0713/","0c46f650-7cc1-102d-a57f-005056a23d00"
"29081","Militaire Flitsen","Stichting Indië in Nederland door de Film INEF (Den Haag)",,"110 meter","ja","nonfictie","1938-04-01","462","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF013642","NL-HaNA/2.04.60/715///Dossier F0714/","0c46fb46-7cc1-102d-a57f-005056a23d00"
"29082","Profilti Nieuws H 15","Profilti Filmfabriek NV (Den Haag)","Profilti (N)","140 meter","nee","nonfictie","1938-04-01","462","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF030155","NL-HaNA/2.04.60/715///Dossier F0715/","0c470046-7cc1-102d-a57f-005056a23d00"
"29083","Hollands Nieuws 14","Polygoon Filmfabriek NV (Haarlem)","Polygoon (N)","235 meter","nee","nonfictie","1938-04-01","462","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF030084","NL-HaNA/2.04.60/715///Dossier F0716/","0c47053c-7cc1-102d-a57f-005056a23d00"
"29084","Wereldnieuws 14","Polygoon Filmfabriek NV (Haarlem)","Eclair (F)","299 meter","nee","nonfictie","1938-04-01","462","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF030204","NL-HaNA/2.04.60/715///Dossier F0717/","0c470b22-7cc1-102d-a57f-005056a23d00"
"29085","Wageningen ontvangt den nieuwen Burgemeester","Polygoon Filmfabriek NV (Haarlem)","Polygoon (N)","214 meter","nee","nonfictie","1938-04-01","462","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF023946","NL-HaNA/2.04.60/715///Dossier F0718/","0c471022-7cc1-102d-a57f-005056a23d00"
"29086","H.M.de Koningin bezoekt de Primavera","Profilti Filmfabriek NV (Den Haag)","Profilti (N)","45 meter","nee","nonfictie","1938-04-01","462","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF025804","NL-HaNA/2.04.60/715///Dossier F0719/","0c47152c-7cc1-102d-a57f-005056a23d00"
"29087","Concours hippique in de Houtrusthal","Profilti Filmfabriek NV (Den Haag)","Profilti (N)","61 meter","nee","nonfictie","1938-04-01","462","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF025236","NL-HaNA/2.04.60/715///Dossier F0720/","0c4748a8-7cc1-102d-a57f-005056a23d00"
"29088","Goud","Paramount Films NV (Amsterdam)","Paramount (A)","263 meter","nee","fictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF039398","NL-HaNA/2.04.60/715///Dossier F0721/","0c474e3e-7cc1-102d-a57f-005056a23d00"
"29089","De huwelijksdokter (trailer)","Tobis Filmdistributie NV (Amsterdam)","Terra (D)","81 meter","nee","fictie","1938-05-01","465","alle leeftijden","1 in sc.",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF020657","NL-HaNA/2.04.60/715///Dossier F0722/","0c475352-7cc1-102d-a57f-005056a23d00"
"29090","De Huwelijksdokter","Tobis Filmdistributie NV (Amsterdam)","Terra (D)","2343 meter","nee","fictie","1938-05-01","465","18 jaar","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF020657","NL-HaNA/2.04.60/715///Dossier F0723/","0c475992-7cc1-102d-a57f-005056a23d00"
"29091","Een bizondere vrouw","Tobis Filmdistributie NV (Amsterdam)","Terra (D)","2203 meter","nee","fictie","1938-04-11","463","14 jaar","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF000720","NL-HaNA/2.04.60/715///Dossier F0724/","0c475ea6-7cc1-102d-a57f-005056a23d00"
"29092","Een bizondere vrouw (trailer)","Tobis Filmdistributie NV (Amsterdam)","Terra (D)","53 meter","nee","fictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF000720","NL-HaNA/2.04.60/715///Dossier F0725/","0c47640a-7cc1-102d-a57f-005056a23d00"
"29093","Yvette","Tobis Filmdistributie NV (Amsterdam)","Meteor (D)","2702 meter","nee","fictie","1938-04-11","463","18 jaar","4 in tit. en scènes","1938-04-11","463","niet toegelaten","Geen","http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF000713","NL-HaNA/2.04.60/715///Dossier F0726/","0c476928-7cc1-102d-a57f-005056a23d00"
"29094","Yvette (trailer)","Tobis Filmdistributie NV (Amsterdam)","Meteor (D)","102 meter","nee","fictie","1938-06-13","468","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF000713","NL-HaNA/2.04.60/715///Dossier F0727/","0c476f36-7cc1-102d-a57f-005056a23d00"
"29095","Blauwbaard's achtste vrouw","Paramount Films NV (Amsterdam)","Paramount (A)","2351 meter","nee","fictie","1938-04-11","463","18 jaar","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF001117","NL-HaNA/2.04.60/715///Dossier F0728/","0c477454-7cc1-102d-a57f-005056a23d00"
"29096","Ik beschuldig (trailer)","Filmtrust NV (Amsterdam)","Forrester Parant (F)","77 meter","nee","fictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF000434","NL-HaNA/2.04.60/715///Dossier F0729/","0c477968-7cc1-102d-a57f-005056a23d00"
"29097","Saamgevoegd tot groter doel (Centr.Abr.Levensv. Bank)","v. Wouw","v.Wouw (N)","376 meter","ja","nonfictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF014255","NL-HaNA/2.04.60/715///Dossier F0730/","0c477f80-7cc1-102d-a57f-005056a23d00"
"29098","Amsterdam, stad van water","v. Wouw","v.Wouw (N)","133 meter","ja","nonfictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF012170","NL-HaNA/2.04.60/715///Dossier F0731/","0c4784b2-7cc1-102d-a57f-005056a23d00"
"29099","Spookschip","v. Wouw","v.Wouw (N)","85 meter","ja","fictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF010586","NL-HaNA/2.04.60/715///Dossier F0732/","0c4789e4-7cc1-102d-a57f-005056a23d00"
"29100","Speciale Cineac Reportage","Profilti Filmfabriek NV (Den Haag)","Profilti (N)","67 meter","nee","nonfictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF030040","NL-HaNA/2.04.60/715///Dossier F0733/","0c478f02-7cc1-102d-a57f-005056a23d00"
"29101","Blauwbaard's Achtste vrouw (trailer)","Paramount Films NV (Amsterdam)","Parmaount (A)","96 meter","nee","fictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF001117","NL-HaNA/2.04.60/715///Dossier F0734/","0c479510-7cc1-102d-a57f-005056a23d00"
"29102","Hercules' jubileumfilm","W.G.v.d.Burg",,"260 meter","ja","nonfictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF012922","NL-HaNA/2.04.60/715///Dossier F0735/","0c479a38-7cc1-102d-a57f-005056a23d00"
"29103","Het gebeurde in Napels","Lumina Film (Amsterdam)","Paris Prod. (F)","2225 meter","nee","fictie","1938-04-11","463","18 jaar","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF001167","NL-HaNA/2.04.60/715///Dossier F0736/","0c479f60-7cc1-102d-a57f-005056a23d00"
"29104","De man, die den moed had (trailer)","Centrafilm (Dordrecht)","Livine (A)","58 meter","nee","fictie","1938-04-25","464","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF005260","NL-HaNA/2.04.60/715///Dossier F0737/","0c47a492-7cc1-102d-a57f-005056a23d00"
"29105","Fox Movietone Nieuws 16, Jrg 12","Netherlands Fox Film Corp. NV (Amsterdam)","Fox (A)","322 meter","nee","nonfictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF030068","NL-HaNA/2.04.60/715///Dossier F0738/","0c47aa96-7cc1-102d-a57f-005056a23d00"
"29106","Paramount Sound News 87","Paramount Films NV (Amsterdam)","Paramount (F)","433 meter","nee","nonfictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF047545","NL-HaNA/2.04.60/715///Dossier F0739/","0c47afdc-7cc1-102d-a57f-005056a23d00"
"29107","House builder upper","Paramount Films NV (Amsterdam)","Paramount (A)","170 meter","nee","fictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF044312","NL-HaNA/2.04.60/715///Dossier F0740/","0c47b568-7cc1-102d-a57f-005056a23d00"
"29108","Avonturen in Florida","Paramount Films NV (Amsterdam)","Paramount (A)","260 meter","nee","fictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF037826","NL-HaNA/2.04.60/715///Dossier F0741/","0c47bbc6-7cc1-102d-a57f-005056a23d00"
"29109","Lijnen (reclame Studebaker)","Int.Aut.Mij","Profilti (N)","27 meter","nee","nonfictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF026207","NL-HaNA/2.04.60/715///Dossier F0742/","0c47c3aa-7cc1-102d-a57f-005056a23d00"
"29110","No fare","F.J.Kuypers",,"70 meter","ja","nonfictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF042101","NL-HaNA/2.04.60/715///Dossier F0743/","0c47c90e-7cc1-102d-a57f-005056a23d00"
"29111","De trekschuit","F.J.Kuypers",,"150 meter","ja","fictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF014342","NL-HaNA/2.04.60/715///Dossier F0744/","0c47ce72-7cc1-102d-a57f-005056a23d00"
"29112","International varietes","F.J.Kuypers",,"120 meter","ja","nonfictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF043942","NL-HaNA/2.04.60/715///Dossier F0745/","0c47d3c2-7cc1-102d-a57f-005056a23d00"
"29113","Wood schoppers","F.J.Kuypers",,"75 meter","ja","nonfictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF044443","NL-HaNA/2.04.60/715///Dossier F0746/","0c47d908-7cc1-102d-a57f-005056a23d00"
"29114","Ufa Geluidsjournaal 346","UFA Film Maatschappij (Amsterdam)","Ufa (D)","387 meter","nee","nonfictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF047533","NL-HaNA/2.04.60/715///Dossier F0747/","0c47de80-7cc1-102d-a57f-005056a23d00"
"29115","Sterrenparade","Tobis Filmdistributie NV (Amsterdam)","Tobis (D)","2758 meter","nee","fictie","1938-04-11","463","alle leeftijden","3 in scènes",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF000189","NL-HaNA/2.04.60/715///Dossier F0748/","0c47e59c-7cc1-102d-a57f-005056a23d00"
"29116","5 Millioen zoeken een erfgenaam","Tobis Filmdistributie NV (Amsterdam)","Terra (D)","2401 meter","nee","fictie","1938-04-11","463","14 jaar","1 in tit. en scènes",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF000094","NL-HaNA/2.04.60/715///Dossier F0749/","0c47eaec-7cc1-102d-a57f-005056a23d00"
"29117","Hollands Nieuws 15","Polygoon Filmfabriek NV (Haarlem)","Polygoon (N)","0 meter","nee","nonfictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF030084","NL-HaNA/2.04.60/715///Dossier F0750/","0c47f046-7cc1-102d-a57f-005056a23d00"
"29118","Wereldnieuws 15","Polygoon Filmfabriek NV (Haarlem)","Eclair (F)","305 meter","nee","nonfictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF030204","NL-HaNA/2.04.60/715///Dossier F0751/","0c47f5aa-7cc1-102d-a57f-005056a23d00"
"29119","Profilti Nieuws H 16","Profilti Filmfabriek NV (Den Haag)","Profilti (N)","228 meter","nee","nonfictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF030155","NL-HaNA/2.04.60/715///Dossier F0752/","0c47fb0e-7cc1-102d-a57f-005056a23d00"
"29120","Recl. Universeel Garage","Profilti Filmfabriek NV (Den Haag)","Profilti (N)","23 meter","nee","nonfictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF027217","NL-HaNA/2.04.60/715///Dossier F0753/","0c4800cc-7cc1-102d-a57f-005056a23d00"
"29121","Bloemententoonstelling Boskoop","Profilti Filmfabriek NV (Den Haag)","Profilti (N)","26 meter","nee","nonfictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF025118","NL-HaNA/2.04.60/715///Dossier F0754/","0c480626-7cc1-102d-a57f-005056a23d00"
"29122","Leert dansen bij Jansen","Interna Film (Amsterdam)","Holland (N)","20 meter","nee","nonfictie","1938-04-25","464","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF026162","NL-HaNA/2.04.60/715///Dossier F0755/","0c480d4c-7cc1-102d-a57f-005056a23d00"
"29123","Konzert in Tirol (trailer)","Nova Film (Amsterdam)","Tobis Sascha (Os)","61 meter","nee","fictie","1938-04-25","464","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF000369","NL-HaNA/2.04.60/715///Dossier F0756/","0c4812b0-7cc1-102d-a57f-005056a23d00"
"29124","We gaan naar buiten (Cebuto)","Interna Film (Amsterdam)","Holland (N)","15 meter","nee","nonfictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF027264","NL-HaNA/2.04.60/715///Dossier F0757/","0c48181e-7cc1-102d-a57f-005056a23d00"
"29125","Te veel dak op het huis","Warner Bros. Nederland NV (Amsterdam)","Vitaphone (A)","527 meter","nee","fictie","1938-04-25","464","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF046064","NL-HaNA/2.04.60/715///Dossier F0758/","0c481d96-7cc1-102d-a57f-005056a23d00"
"29126","Kerels geven geen kamp","MGM Film NV","Metro Goldwyn (A)","2192 meter","nee","fictie","1938-04-25","464","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF000912","NL-HaNA/2.04.60/715///Dossier F0759/","0c48230e-7cc1-102d-a57f-005056a23d00"
"29127","Kerels geven geen kamp (trailer)","MGM Film NV","Metro Goldwyn (A)","89 meter","nee","fictie","1938-04-25","464","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF000912","NL-HaNA/2.04.60/715///Dossier F0760/","0c482886-7cc1-102d-a57f-005056a23d00"
"29128","De schrik van Brimstone","MGM Film NV","Metro Goldwyn (A)","2493 meter","nee","fictie","1938-04-11","463","18 jaar","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF000977","NL-HaNA/2.04.60/715///Dossier F0761/","0c482dfe-7cc1-102d-a57f-005056a23d00"
"29129","Prinses Tarakanova","Lumina Film (Amsterdam)","Nero (F)","2758 meter","nee","fictie","1938-04-25","464","14 jaar","3 in titel en scènes",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF001068","NL-HaNA/2.04.60/715///Dossier F0762/","0c48357e-7cc1-102d-a57f-005056a23d00"
"29130","Dreaming lips","Loet C. Barnstijn 's Standaard Films NV (Den Haag)","Un.Art. (E)","2330 meter","nee","fictie","1938-04-25","464","18 jaar","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF001537","NL-HaNA/2.04.60/715///Dossier F0763/","0c483f2e-7cc1-102d-a57f-005056a23d00"
"29131","Rubberfilm","Rubber Sticht","Haghefilm (N)","342 meter","ja","nonfictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF014034","NL-HaNA/2.04.60/715///Dossier F0764/","0c484988-7cc1-102d-a57f-005056a23d00"
"29132","Fox Movietone Nieuws Jrg 17","Netherlands Fox Film Corp. NV (Amsterdam)","Fox (A)","310 meter","nee","nonfictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF030068","NL-HaNA/2.04.60/715///Dossier F0765/","0c4857ac-7cc1-102d-a57f-005056a23d00"
"29133","Paramount Sound News 88","Paramount Films NV (Amsterdam)","Paramount (F)","399 meter","nee","nonfictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF047545","NL-HaNA/2.04.60/715///Dossier F0766/","0c485dba-7cc1-102d-a57f-005056a23d00"
"29134","Honest love and true","Paramount Films NV (Amsterdam)","Paramount (A)","222 meter","nee","fictie","1938-04-25","464","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF038398","NL-HaNA/2.04.60/715///Dossier F0767/","0c48635a-7cc1-102d-a57f-005056a23d00"
"29135","Tears of an onion","Paramount Films NV (Amsterdam)","Paramount (A)","195 meter","nee","fictie","1938-04-25","464","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF046058","NL-HaNA/2.04.60/715///Dossier F0768/","0c4868f0-7cc1-102d-a57f-005056a23d00"
"29136","5 Millioen zoeken een erfgenaam (trailer)","Tobis Filmdistributie NV (Amsterdam)","Terra (D)","90 meter","nee","fictie","1938-04-11","463","alle leeftijden","1 in sc.",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF000094","NL-HaNA/2.04.60/715///Dossier F0769/","0c486f6c-7cc1-102d-a57f-005056a23d00"
"29137","Sterrenparade (trailer)","Tobis Filmdistributie NV (Amsterdam)","Tobis (D)","133 meter","nee","fictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF000189","NL-HaNA/2.04.60/715///Dossier F0770/","0c487962-7cc1-102d-a57f-005056a23d00"
"29138","Het Meisje met vier vaders","Universal Film Booking Office NV","U.P.C. (A)","2368 meter","nee","fictie","1938-05-01","465","alle leeftijden","3 in tit. en sc.",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF000952","NL-HaNA/2.04.60/715///Dossier F0771/","0c487f16-7cc1-102d-a57f-005056a23d00"
"29139","Het Meisje met vier vaders (trailer)","Universal Film Booking Office NV","U.P.C. (A)","83 meter","nee","fictie","1938-05-16","466","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF000952","NL-HaNA/2.04.60/715///Dossier F0772/","0c4884ac-7cc1-102d-a57f-005056a23d00"
"29140","Een uit de duizend","Universal Film Booking Office NV","U.P.C. (A)","2518 meter","nee","fictie","1938-04-25","464","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF001219","NL-HaNA/2.04.60/715///Dossier F0773/","0c488a56-7cc1-102d-a57f-005056a23d00"
"29141","Eén uit de duizend (trailer)","Universal Film Booking Office NV","U.P.C. (A)","96 meter","nee","fictie","1938-04-25","464","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF001219","NL-HaNA/2.04.60/715///Dossier F0774/","0c48900a-7cc1-102d-a57f-005056a23d00"
"29142","De vader, die zichzelf beschuldige","Universal Film Booking Office NV","U.P.C. (A)","1818 meter","nee","fictie","1938-04-25","464","18 jaar","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF001486","NL-HaNA/2.04.60/715///Dossier F0775/","0c4895d2-7cc1-102d-a57f-005056a23d00"
"29143","De man die zichzelf beschuldige (trailer)","Universal Film Booking Office NV","U.P.C. (A)","55 meter","nee","fictie","1938-04-25","464","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF001486","NL-HaNA/2.04.60/715///Dossier F0776/","0c489b86-7cc1-102d-a57f-005056a23d00"
"29144","De afgod der menigte","Universal Film Booking Office NV","U.P.C. (A)","1707 meter","nee","fictie","1938-04-25","464","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF005195","NL-HaNA/2.04.60/715///Dossier F0777/","0c48a162-7cc1-102d-a57f-005056a23d00"
"29145","De afgod der menigte (trailer)","Universal Film Booking Office NV","U.P.C. (A)","42 meter","nee","fictie","1938-04-25","464","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF005195","NL-HaNA/2.04.60/715///Dossier F0778/","0c48a70c-7cc1-102d-a57f-005056a23d00"
"29146","La tragédie impériale","Habé Film NV (Amsterdam)","Flora (F)","3202 meter","nee","fictie","1938-04-11","463","18 jaar","2 in scènes",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF001413","NL-HaNA/2.04.60/715///Dossier F0779/","0c48acc0-7cc1-102d-a57f-005056a23d00"
"29147","Ufa Geluidsjournaal 347","UFA Film Maatschappij (Amsterdam)","Ufa (D)","315 meter","nee","nonfictie","1938-04-11","463","alle leeftijden","1 in sc.",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF047533","NL-HaNA/2.04.60/715///Dossier F0780/","0c48b274-7cc1-102d-a57f-005056a23d00"
"29148","Dänmark in Farben","K.V.Hansen",,"518 meter","ja","nonfictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF036776","NL-HaNA/2.04.60/715///Dossier F0781/","0c48b81e-7cc1-102d-a57f-005056a23d00"
"29149","Stork, het leven van den ooievaar","K.V.Hansen",,"114 meter","ja","fictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF014217","NL-HaNA/2.04.60/715///Dossier F0782/","0c48bf08-7cc1-102d-a57f-005056a23d00"
"29150","Wereldnieuws 16","Polygoon Filmfabriek NV (Haarlem)","Eclair (F)","311 meter","nee","nonfictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF030204","NL-HaNA/2.04.60/715///Dossier F0783/","0c48c4e4-7cc1-102d-a57f-005056a23d00"
"29151","Hollands Nieuws 16","Polygoon Filmfabriek NV (Haarlem)","Polygoon (N)","246 meter","nee","nonfictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF030084","NL-HaNA/2.04.60/715///Dossier F0784/","0c48ca98-7cc1-102d-a57f-005056a23d00"
"29152","Profilti Nieuws H 17","Profilti Filmfabriek NV (Den Haag)","Profilti (N)","230 meter","nee","nonfictie","1938-04-11","463","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF030155","NL-HaNA/2.04.60/715///Dossier F0785/","0c48d056-7cc1-102d-a57f-005056a23d00"
"29153","Millionnairs","Nova Film (Amsterdam)","Tobis Sascha (Os)","2088 meter","nee","fictie","1938-05-01","465","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF007377","NL-HaNA/2.04.60/715///Dossier F0786/","0c48d60a-7cc1-102d-a57f-005056a23d00"
"29154","Rome","Odeon Filmverhuurkantoor NV","Manenti (O)","367 meter","nee","nonfictie","1938-04-25","464","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF046906","NL-HaNA/2.04.60/715///Dossier F0787/","0c48dbb4-7cc1-102d-a57f-005056a23d00"
"29155","Duister Shanghai (trailer)","Netherlands Fox Film Corp. NV (Amsterdam)","Fox (A)","55 meter","ja","fictie","1938-04-11","463","18 jaar","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF001400","NL-HaNA/2.04.60/715///Dossier F0788/","0c48e17c-7cc1-102d-a57f-005056a23d00"
